"YEAR" "HAUL_NUMBER" "GENUS" "SPECIES" "SEX" "WEIGHT_OF_THE_FRACTION" "WEIGHT_OF_THE_SAMPLE_MEASURED" "SumSexTotal" "raising"
"27242" 2016 77 "LEPM" "BOS" "I" 960 960 7 7
"27243" 2015 139 "LEPM" "BOS" "I" 960 960 9 9
"27244" 2016 167 "LEPM" "BOS" "I" 960 960 11 11
"27245" 2018 105 "ILLE" "COI" "I" 960 960 14 14
"27246" 2008 31 "HELI" "DAC" "I" 960 960 46 46
"27247" 2017 163 "PAPE" "LON" "I" 960 960 8 8
"27248" 2006 117 "TRAC" "MED" "I" 960 960 5 5
"27249" 2012 134 "TRAC" "MED" "I" 960 960 5 5
"27250" 2010 104 "MERL" "MER" "I" 960 960 12 12
"27251" 2016 132 "MERL" "MER" "I" 960 960 15 15
"27252" 2015 138 "MERL" "MER" "I" 960 960 4 4
"27253" 2011 163 "MERL" "MER" "I" 960 960 9 9
"27254" 2012 158 "SEPI" "OFF" "I" 960 960 1 1
"27255" 2015 84 "TRAC" "TRA" "I" 960 960 116 116
"27256" 2009 41 "LOLI" "VUL" "I" 960 960 35 35
"27257" 2017 31 "LOPH" "BUD" "M" 960 960 2 2
"27258" 2018 105 "ILLE" "COI" "M" 960 960 11 11
"27259" 1999 5 "PAGE" "ERY" "M" 960 960 3 3
"27260" 2006 38 "ARIS" "FOL" "M" 960 960 24 24
"27261" 2010 169 "ARIS" "FOL" "M" 960 960 6 6
"27262" 2001 79 "PAPE" "LON" "M" 960 960 84 84
"27263" 2017 163 "PAPE" "LON" "M" 960 960 175 175
"27264" 2012 167 "PAPE" "LON" "M" 960 960 31 31
"27265" 2010 104 "MERL" "MER" "M" 960 960 3 3
"27266" 2016 132 "MERL" "MER" "M" 960 960 8 8
"27267" 2015 138 "MERL" "MER" "M" 960 960 3 3
"27268" 2011 163 "MERL" "MER" "M" 960 960 10 10
"27269" 2014 8 "ELED" "MOS" "M" 960 960 5 5
"27270" 2017 163 "ELED" "MOS" "M" 960 960 7 7
"27271" 2009 41 "LOLI" "VUL" "M" 960 960 3 3
"27272" 2018 121 "OCTO" "VUL" "M" 960 960 3 3
"27273" 2016 175 "OCTO" "VUL" "M" 960 960 1 1
"27274" 2016 163 "SOLE" "VUL" "M" 960 960 4 4
"27275" 2008 176 "MULL" "BAR" "F" 2880 960 12 36
"27276" 2008 176 "MULL" "BAR" "M" 2880 960 7 21
"27277" 2004 36 "LEPM" "BOS" "F" 961 961 5 5
"27278" 2001 8 "PAGE" "ERY" "F" 961 961 20 20
"27279" 2001 137 "MERL" "MER" "F" 961 961 6 6
"27280" 2001 137 "MERL" "MER" "I" 961 961 19 19
"27281" 2004 36 "LEPM" "BOS" "M" 961 961 3 3
"27282" 2001 137 "MERL" "MER" "M" 961 961 8 8
"27283" 2000 75 "MERL" "MER" "F" 962 962 8 8
"27284" 1994 82 "NEPR" "NOR" "F" 962 962 13 13
"27285" 2004 101 "SPIC" "SMA" "F" 962 962 9 9
"27286" 2000 75 "MERL" "MER" "I" 962 962 26 26
"27287" 2004 101 "SPIC" "SMA" "I" 962 962 39 39
"27288" 2000 75 "MERL" "MER" "M" 962 962 1 1
"27289" 1994 82 "NEPR" "NOR" "M" 962 962 12 12
"27290" 2004 101 "SPIC" "SMA" "M" 962 962 12 12
"27291" 2002 134 "ELED" "CIR" "M" 964 964 4 4
"27292" 2010 161 "ILLE" "COI" "F" 965 965 9 9
"27293" 2017 165 "ILLE" "COI" "F" 965 965 2 2
"27294" 2010 13 "MERL" "MER" "F" 965 965 6 6
"27295" 2009 16 "LOPH" "BUD" "I" 965 965 1 1
"27296" 2010 161 "ILLE" "COI" "I" 965 965 1 1
"27297" 2017 165 "ILLE" "COI" "I" 965 965 192 192
"27298" 2010 13 "MERL" "MER" "I" 965 965 6 6
"27299" 2010 151 "PAGE" "BOG" "M" 965 965 12 12
"27300" 2009 16 "LOPH" "BUD" "M" 965 965 2 2
"27301" 2010 161 "ILLE" "COI" "M" 965 965 6 6
"27302" 2017 165 "ILLE" "COI" "M" 965 965 5 5
"27303" 2010 13 "MERL" "MER" "M" 965 965 7 7
"27304" 1997 88 "MERL" "MER" "F" 966 966 11 11
"27305" 1997 88 "MERL" "MER" "I" 966 966 4 4
"27306" 1997 88 "MERL" "MER" "M" 966 966 3 3
"27307" 2004 93 "ASPI" "CUC" "F" 967 967 14 14
"27308" 2002 13 "MULL" "BAR" "I" 967 967 27 27
"27309" 2004 93 "ASPI" "CUC" "M" 967 967 6 6
"27310" 1996 93 "ELED" "CIR" "F" 968 968 2 2
"27311" 1997 94 "NEPR" "NOR" "F" 968 968 11 11
"27312" 1997 94 "NEPR" "NOR" "M" 968 968 15 15
"27313" 2001 97 "ELED" "CIR" "F" 969 969 1 1
"27314" 2001 97 "ELED" "CIR" "M" 969 969 2 2
"27315" 2012 88 "MULL" "BAR" "F" 970 970 10 10
"27316" 2016 137 "MULL" "BAR" "F" 970 970 8 8
"27317" 2010 17 "LOPH" "BUD" "F" 970 970 1 1
"27318" 2010 26 "ELED" "CIR" "F" 970 970 4 4
"27319" 2016 174 "ELED" "CIR" "F" 970 970 4 4
"27320" 2015 133 "ILLE" "COI" "F" 970 970 8 8
"27321" 2017 8 "PAPE" "LON" "F" 970 970 81 81
"27322" 2017 160 "PAPE" "LON" "F" 970 970 63 63
"27323" 1995 87 "MERL" "MER" "F" 970 970 1 1
"27324" 2010 97 "MERL" "MER" "F" 970 970 4 4
"27325" 2016 166 "RAJA" "MIR" "F" 970 970 3 3
"27326" 2018 145 "TODA" "SAG" "F" 970 970 1 1
"27327" 2017 105 "OCTO" "VUL" "F" 970 970 2 2
"27328" 2012 88 "MULL" "BAR" "I" 970 970 1 1
"27329" 2016 137 "MULL" "BAR" "I" 970 970 1 1
"27330" 2013 32 "PAGE" "BOG" "I" 970 970 6 6
"27331" 2017 112 "BOOP" "BOO" "I" 970 970 38 38
"27332" 2015 133 "ILLE" "COI" "I" 970 970 61 61
"27333" 2012 17 "ASPI" "CUC" "I" 970 970 101 101
"27334" 2017 116 "HELI" "DAC" "I" 970 970 7 7
"27335" 2014 132 "ENGR" "ENC" "I" 970 970 79 79
"27336" 2013 133 "ENGR" "ENC" "I" 970 970 85 85
"27337" 2016 17 "SPIC" "FLE" "I" 970 970 57 57
"27338" 2017 8 "PAPE" "LON" "I" 970 970 19 19
"27339" 2017 160 "PAPE" "LON" "I" 970 970 8 8
"27340" 2010 97 "MERL" "MER" "I" 970 970 11 11
"27341" 2018 148 "SARD" "PIL" "I" 970 970 45 45
"27342" 2012 88 "MULL" "BAR" "M" 970 970 17 17
"27343" 2016 137 "MULL" "BAR" "M" 970 970 15 15
"27344" 2010 17 "LOPH" "BUD" "M" 970 970 4 4
"27345" 2010 26 "ELED" "CIR" "M" 970 970 2 2
"27346" 2016 174 "ELED" "CIR" "M" 970 970 2 2
"27347" 2015 133 "ILLE" "COI" "M" 970 970 4 4
"27348" 2017 8 "PAPE" "LON" "M" 970 970 123 123
"27349" 2017 160 "PAPE" "LON" "M" 970 970 117 117
"27350" 2010 97 "MERL" "MER" "M" 970 970 6 6
"27351" 2016 166 "RAJA" "MIR" "M" 970 970 3 3
"27352" 2002 112 "ELED" "MOS" "M" 970 970 2 2
"27353" 2017 105 "OCTO" "VUL" "M" 970 970 2 2
"27354" 1995 82 "PHYI" "BLE" "F" 971 971 3 3
"27355" 2005 7 "MERL" "MER" "F" 971 971 5 5
"27356" 1995 82 "PHYI" "BLE" "I" 971 971 31 31
"27357" 2005 7 "MERL" "MER" "I" 971 971 70 70
"27358" 1995 82 "PHYI" "BLE" "M" 971 971 2 2
"27359" 2005 7 "MERL" "MER" "M" 971 971 9 9
"27360" 2002 129 "MERL" "MER" "F" 972 972 1 1
"27361" 2012 109 "BOOP" "BOO" "I" 972 972 40 40
"27362" 2002 129 "MERL" "MER" "I" 972 972 21 21
"27363" 2006 78 "MERL" "MER" "M" 972 972 4 4
"27364" 2002 97 "MERL" "MER" "F" 973 973 5 5
"27365" 2004 31 "LOLI" "VUL" "F" 973 973 5 5
"27366" 2002 97 "MERL" "MER" "I" 973 973 10 10
"27367" 2002 97 "MERL" "MER" "M" 973 973 1 1
"27368" 1996 146 "HELI" "DAC" "F" 974 974 4 4
"27369" 1998 92 "MERL" "MER" "F" 974 974 4 4
"27370" 1996 146 "HELI" "DAC" "I" 974 974 1 1
"27371" 1996 127 "TRAC" "TRA" "I" 974 974 126 126
"27372" 1996 146 "HELI" "DAC" "M" 974 974 2 2
"27373" 1998 92 "MERL" "MER" "M" 974 974 4 4
"27374" 2009 136 "MULL" "BAR" "F" 975 975 5 5
"27375" 2010 22 "ILLE" "COI" "F" 975 975 17 17
"27376" 2013 132 "ILLE" "COI" "F" 975 975 15 15
"27377" 2009 137 "ILLE" "COI" "F" 975 975 7 7
"27378" 1999 95 "MERL" "MER" "F" 975 975 4 4
"27379" 2010 175 "MERL" "MER" "F" 975 975 3 3
"27380" 2010 22 "ILLE" "COI" "I" 975 975 12 12
"27381" 2013 132 "ILLE" "COI" "I" 975 975 3 3
"27382" 2009 137 "ILLE" "COI" "I" 975 975 1 1
"27383" 1999 95 "MERL" "MER" "I" 975 975 5 5
"27384" 2010 175 "MERL" "MER" "I" 975 975 17 17
"27385" 2000 22 "TRAC" "TRA" "I" 975 975 131 131
"27386" 2009 136 "MULL" "BAR" "M" 975 975 16 16
"27387" 2010 22 "ILLE" "COI" "M" 975 975 21 21
"27388" 2013 132 "ILLE" "COI" "M" 975 975 7 7
"27389" 2009 137 "ILLE" "COI" "M" 975 975 8 8
"27390" 1999 95 "MERL" "MER" "M" 975 975 4 4
"27391" 2010 175 "MERL" "MER" "M" 975 975 14 14
"27392" 2005 83 "ASPI" "CUC" "F" 976 976 10 10
"27393" 2005 83 "ASPI" "CUC" "I" 976 976 58 58
"27394" 2005 83 "ASPI" "CUC" "M" 976 976 2 2
"27395" 2000 91 "MERL" "MER" "F" 977 977 1 1
"27396" 2000 97 "ELED" "CIR" "F" 978 978 3 3
"27397" 2004 14 "RAJA" "CLA" "F" 978 978 4 4
"27398" 2000 97 "ELED" "CIR" "I" 978 978 1 1
"27399" 2000 127 "ILLE" "COI" "F" 979 979 6 6
"27400" 2000 127 "ILLE" "COI" "M" 979 979 4 4
"27401" 2011 77 "PHYI" "BLE" "F" 980 980 3 3
"27402" 2011 98 "PHYI" "BLE" "F" 980 980 3 3
"27403" 1998 84 "LOPH" "BUD" "F" 980 980 1 1
"27404" 1994 86 "LOPH" "BUD" "F" 980 980 1 1
"27405" 2018 171 "SCYO" "CAN" "F" 980 980 5 5
"27406" 2015 173 "RAJA" "CLA" "F" 980 980 1 1
"27407" 2012 13 "ILLE" "COI" "F" 980 980 7 7
"27408" 2013 154 "ILLE" "COI" "F" 980 980 4 4
"27409" 2015 143 "MERL" "MER" "F" 980 980 1 1
"27410" 2011 171 "RAJA" "MIR" "F" 980 980 4 4
"27411" 1999 118 "ELED" "MOS" "F" 980 980 2 2
"27412" 2012 85 "NEPR" "NOR" "F" 980 980 16 16
"27413" 1997 85 "MICM" "POU" "F" 980 980 2 2
"27414" 2011 78 "ETMO" "SPI" "F" 980 980 8 8
"27415" 2011 77 "PHYI" "BLE" "I" 980 980 23 23
"27416" 2011 98 "PHYI" "BLE" "I" 980 980 27 27
"27417" 2012 84 "BOOP" "BOO" "I" 980 980 14 14
"27418" 2012 13 "ILLE" "COI" "I" 980 980 11 11
"27419" 2013 154 "ILLE" "COI" "I" 980 980 1 1
"27420" 2013 150 "ASPI" "CUC" "I" 980 980 31 31
"27421" 2018 158 "ASPI" "CUC" "I" 980 980 23 23
"27422" 2016 165 "ASPI" "CUC" "I" 980 980 43 43
"27423" 2018 2 "TRAC" "MED" "I" 980 980 43 43
"27424" 2018 145 "MICM" "POU" "I" 980 980 3 3
"27425" 2012 104 "SCOM" "SCO" "I" 980 980 17 17
"27426" 2011 77 "PHYI" "BLE" "M" 980 980 8 8
"27427" 2011 98 "PHYI" "BLE" "M" 980 980 3 3
"27428" 1998 84 "LOPH" "BUD" "M" 980 980 2 2
"27429" 2012 13 "ILLE" "COI" "M" 980 980 11 11
"27430" 2013 154 "ILLE" "COI" "M" 980 980 8 8
"27431" 2011 171 "RAJA" "MIR" "M" 980 980 2 2
"27432" 2012 85 "NEPR" "NOR" "M" 980 980 29 29
"27433" 1997 85 "MICM" "POU" "M" 980 980 2 2
"27434" 2011 78 "ETMO" "SPI" "M" 980 980 15 15
"27435" 2011 171 "OCTO" "VUL" "M" 980 980 4 4
"27436" 2008 179 "TRAC" "MED" "I" 1960 980 30 60
"27437" 2016 97 "PAPE" "LON" "F" 981 981 95 95
"27438" 1999 139 "ELED" "MOS" "F" 981 981 2 2
"27439" 2016 97 "PAPE" "LON" "I" 981 981 5 5
"27440" 2016 97 "PAPE" "LON" "M" 981 981 66 66
"27441" 1999 139 "ELED" "MOS" "M" 981 981 3 3
"27442" 2007 118 "ELED" "MOS" "F" 982 982 6 6
"27443" 2004 1 "LOLI" "VUL" "F" 982 982 2 2
"27444" 2004 1 "LOLI" "VUL" "I" 982 982 60 60
"27445" 2005 98 "MICM" "POU" "M" 982 982 4 4
"27446" 2008 139 "PHYI" "BLE" "F" 984 984 2 2
"27447" 2004 25 "SCYO" "CAN" "F" 984 984 4 4
"27448" 2004 25 "SCYO" "CAN" "M" 984 984 4 4
"27449" 1997 13 "MULL" "BAR" "F" 985 985 8 8
"27450" 2003 33 "PHYI" "BLE" "F" 985 985 1 1
"27451" 1995 114 "MERL" "MER" "F" 985 985 8 8
"27452" 2011 135 "MERL" "MER" "F" 985 985 8 8
"27453" 2017 171 "LOLI" "VUL" "F" 985 985 7 7
"27454" 2003 33 "PHYI" "BLE" "I" 985 985 10 10
"27455" 1995 114 "MERL" "MER" "I" 985 985 7 7
"27456" 2011 135 "MERL" "MER" "I" 985 985 3 3
"27457" 2017 171 "LOLI" "VUL" "I" 985 985 9 9
"27458" 1997 13 "MULL" "BAR" "M" 985 985 13 13
"27459" 2003 33 "PHYI" "BLE" "M" 985 985 2 2
"27460" 1995 114 "MERL" "MER" "M" 985 985 4 4
"27461" 2011 135 "MERL" "MER" "M" 985 985 1 1
"27462" 2017 171 "LOLI" "VUL" "M" 985 985 6 6
"27463" 2005 96 "ILLE" "COI" "F" 987 987 3 3
"27464" 1999 12 "MERL" "MER" "F" 987 987 5 5
"27465" 2005 96 "ILLE" "COI" "I" 987 987 18 18
"27466" 1999 12 "MERL" "MER" "I" 987 987 13 13
"27467" 1999 12 "MERL" "MER" "M" 987 987 8 8
"27468" 2007 117 "MERL" "MER" "F" 988 988 8 8
"27469" 2007 117 "MERL" "MER" "I" 988 988 26 26
"27470" 2007 117 "MERL" "MER" "M" 988 988 14 14
"27471" 2015 170 "ARIT" "ANT" "F" 990 990 24 24
"27472" 2012 162 "MULL" "BAR" "F" 990 990 7 7
"27473" 1994 81 "LOPH" "BUD" "F" 990 990 2 2
"27474" 2014 8 "SCYO" "CAN" "F" 990 990 4 4
"27475" 1997 95 "ELED" "CIR" "F" 990 990 2 2
"27476" 2016 177 "ELED" "CIR" "F" 990 990 4 4
"27477" 2017 104 "ILLE" "COI" "F" 990 990 9 9
"27478" 2018 138 "ILLE" "COI" "F" 990 990 11 11
"27479" 2016 166 "ILLE" "COI" "F" 990 990 6 6
"27480" 2011 180 "ASPI" "CUC" "F" 990 990 10 10
"27481" 2009 13 "PAGE" "ERY" "F" 990 990 17 17
"27482" 2015 135 "PAGE" "ERY" "F" 990 990 11 11
"27483" 2017 16 "RAJA" "MIR" "F" 990 990 2 2
"27484" 2018 176 "RAJA" "MIR" "F" 990 990 1 1
"27485" 2017 180 "RAJA" "MIR" "F" 990 990 3 3
"27486" 2006 36 "MICM" "POU" "F" 990 990 3 3
"27487" 2012 33 "ETMO" "SPI" "F" 990 990 14 14
"27488" 2014 176 "LOPH" "BUD" "I" 990 990 2 2
"27489" 2017 104 "ILLE" "COI" "I" 990 990 29 29
"27490" 2018 138 "ILLE" "COI" "I" 990 990 2 2
"27491" 2016 166 "ILLE" "COI" "I" 990 990 145 145
"27492" 2011 180 "ASPI" "CUC" "I" 990 990 9 9
"27493" 2016 180 "ENGR" "ENC" "I" 990 990 39 39
"27494" 2009 13 "PAGE" "ERY" "I" 990 990 4 4
"27495" 2012 4 "TRAC" "TRA" "I" 990 990 144 144
"27496" 2015 170 "ARIT" "ANT" "M" 990 990 1 1
"27497" 2012 162 "MULL" "BAR" "M" 990 990 14 14
"27498" 2014 8 "SCYO" "CAN" "M" 990 990 1 1
"27499" 2016 177 "ELED" "CIR" "M" 990 990 3 3
"27500" 2017 104 "ILLE" "COI" "M" 990 990 7 7
"27501" 2018 138 "ILLE" "COI" "M" 990 990 9 9
"27502" 2016 166 "ILLE" "COI" "M" 990 990 3 3
"27503" 2011 180 "ASPI" "CUC" "M" 990 990 15 15
"27504" 2009 13 "PAGE" "ERY" "M" 990 990 1 1
"27505" 2015 135 "PAGE" "ERY" "M" 990 990 12 12
"27506" 2017 16 "RAJA" "MIR" "M" 990 990 1 1
"27507" 2018 176 "RAJA" "MIR" "M" 990 990 2 2
"27508" 2017 180 "RAJA" "MIR" "M" 990 990 5 5
"27509" 2012 33 "ETMO" "SPI" "M" 990 990 17 17
"27510" 1999 35 "ARIS" "FOL" "F" 991 991 67 67
"27511" 1999 35 "ARIS" "FOL" "M" 991 991 1 1
"27512" 2007 142 "PHYI" "BLE" "I" 992 992 10 10
"27513" 2007 142 "PHYI" "BLE" "M" 992 992 4 4
"27514" 1997 34 "ARIS" "FOL" "F" 993 993 23 23
"27515" 1997 142 "PAPE" "LON" "F" 993 993 27 27
"27516" 2012 100 "TRAC" "MED" "I" 993 993 8 8
"27517" 1997 34 "ARIS" "FOL" "M" 993 993 18 18
"27518" 1997 142 "PAPE" "LON" "M" 993 993 66 66
"27519" 2000 106 "ILLE" "COI" "F" 994 994 4 4
"27520" 1995 101 "MERL" "MER" "F" 994 994 11 11
"27521" 2005 123 "ELED" "MOS" "F" 994 994 4 4
"27522" 1995 88 "TRAC" "TRA" "F" 994 994 20 20
"27523" 2000 106 "ILLE" "COI" "I" 994 994 2 2
"27524" 1995 101 "MERL" "MER" "I" 994 994 2 2
"27525" 1995 88 "TRAC" "TRA" "I" 994 994 74 74
"27526" 2000 106 "ILLE" "COI" "M" 994 994 7 7
"27527" 1995 101 "MERL" "MER" "M" 994 994 5 5
"27528" 2005 123 "ELED" "MOS" "M" 994 994 4 4
"27529" 1995 88 "TRAC" "TRA" "M" 994 994 18 18
"27530" 2010 80 "PAGE" "ACA" "F" 995 995 1 1
"27531" 2010 179 "SCYO" "CAN" "F" 995 995 3 3
"27532" 2007 84 "MERL" "MER" "F" 995 995 8 8
"27533" 2000 99 "SPIC" "SMA" "F" 995 995 56 56
"27534" 2010 80 "PAGE" "ACA" "I" 995 995 158 158
"27535" 2002 23 "MERL" "MER" "I" 995 995 105 105
"27536" 2007 84 "MERL" "MER" "I" 995 995 7 7
"27537" 2000 99 "SPIC" "SMA" "I" 995 995 2 2
"27538" 2010 80 "PAGE" "ACA" "M" 995 995 2 2
"27539" 2010 179 "SCYO" "CAN" "M" 995 995 3 3
"27540" 2007 84 "MERL" "MER" "M" 995 995 4 4
"27541" 2000 99 "SPIC" "SMA" "M" 995 995 8 8
"27542" 1994 81 "ELED" "CIR" "F" 996 996 1 1
"27543" 1999 102 "TRAC" "TRA" "I" 998 998 158 158
"27544" 1999 38 "PHYI" "BLE" "F" 999 999 2 2
"27545" 1999 38 "PHYI" "BLE" "I" 999 999 45 45
"27546" 1999 86 "ARIT" "ANT" "F" 1000 1000 41 41
"27547" 2012 86 "ARIT" "ANT" "F" 1000 1000 49 49
"27548" 2005 11 "MULL" "BAR" "F" 1000 1000 6 6
"27549" 1998 12 "MULL" "BAR" "F" 1000 1000 13 13
"27550" 1998 19 "MULL" "BAR" "F" 1000 1000 8 8
"27551" 2008 23 "MULL" "BAR" "F" 1000 1000 8 8
"27552" 2013 147 "MULL" "BAR" "F" 1000 1000 9 9
"27553" 2009 162 "MULL" "BAR" "F" 1000 1000 6 6
"27554" 2007 38 "PHYI" "BLE" "F" 1000 1000 2 2
"27555" 2011 38 "PAGE" "BOG" "F" 1000 1000 2 2
"27556" 2008 27 "LEPM" "BOS" "F" 1000 1000 6 6
"27557" 2001 11 "LOPH" "BUD" "F" 1000 1000 1 1
"27558" 2018 97 "LOPH" "BUD" "F" 1000 1000 3 3
"27559" 2010 158 "LOPH" "BUD" "F" 1000 1000 2 2
"27560" 2009 161 "LOPH" "BUD" "F" 1000 1000 1 1
"27561" 2009 13 "SCYO" "CAN" "F" 1000 1000 3 3
"27562" 1996 4 "TRIS" "CAP" "F" 1000 1000 11 11
"27563" 2002 24 "ELED" "CIR" "F" 1000 1000 2 2
"27564" 2004 79 "ELED" "CIR" "F" 1000 1000 2 2
"27565" 2003 103 "ELED" "CIR" "F" 1000 1000 3 3
"27566" 2003 104 "ELED" "CIR" "F" 1000 1000 3 3
"27567" 2018 132 "ELED" "CIR" "F" 1000 1000 6 6
"27568" 2009 142 "ELED" "CIR" "F" 1000 1000 2 2
"27569" 2002 26 "ILLE" "COI" "F" 1000 1000 5 5
"27570" 2003 107 "ILLE" "COI" "F" 1000 1000 6 6
"27571" 2012 131 "ILLE" "COI" "F" 1000 1000 8 8
"27572" 2011 138 "ILLE" "COI" "F" 1000 1000 9 9
"27573" 2010 148 "ILLE" "COI" "F" 1000 1000 5 5
"27574" 2017 148 "ILLE" "COI" "F" 1000 1000 7 7
"27575" 2012 176 "ILLE" "COI" "F" 1000 1000 9 9
"27576" 1998 86 "HELI" "DAC" "F" 1000 1000 2 2
"27577" 2004 86 "HELI" "DAC" "F" 1000 1000 2 2
"27578" 1996 116 "HELI" "DAC" "F" 1000 1000 4 4
"27579" 2009 162 "HELI" "DAC" "F" 1000 1000 11 11
"27580" 2005 16 "ZEUS" "FAB" "F" 1000 1000 1 1
"27581" 2007 21 "PAPE" "LON" "F" 1000 1000 52 52
"27582" 2004 24 "PAPE" "LON" "F" 1000 1000 66 66
"27583" 2006 89 "PAPE" "LON" "F" 1000 1000 50 50
"27584" 1998 142 "PAPE" "LON" "F" 1000 1000 25 25
"27585" 2009 169 "PAPE" "LON" "F" 1000 1000 41 41
"27586" 2011 80 "TRAC" "MED" "F" 1000 1000 6 6
"27587" 2001 7 "MERL" "MER" "F" 1000 1000 4 4
"27588" 2004 8 "MERL" "MER" "F" 1000 1000 10 10
"27589" 2004 10 "MERL" "MER" "F" 1000 1000 8 8
"27590" 2010 10 "MERL" "MER" "F" 1000 1000 2 2
"27591" 2001 17 "MERL" "MER" "F" 1000 1000 7 7
"27592" 1998 20 "MERL" "MER" "F" 1000 1000 2 2
"27593" 2000 34 "MERL" "MER" "F" 1000 1000 1 1
"27594" 2009 84 "MERL" "MER" "F" 1000 1000 2 2
"27595" 2017 105 "MERL" "MER" "F" 1000 1000 15 15
"27596" 1996 107 "MERL" "MER" "F" 1000 1000 3 3
"27597" 1999 108 "MERL" "MER" "F" 1000 1000 8 8
"27598" 1999 127 "MERL" "MER" "F" 1000 1000 8 8
"27599" 2001 135 "MERL" "MER" "F" 1000 1000 3 3
"27600" 2003 143 "MERL" "MER" "F" 1000 1000 1 1
"27601" 2009 153 "MERL" "MER" "F" 1000 1000 19 19
"27602" 2013 170 "MERL" "MER" "F" 1000 1000 1 1
"27603" 2016 179 "MERL" "MER" "F" 1000 1000 2 2
"27604" 2014 98 "CHIM" "MON" "F" 1000 1000 5 5
"27605" 2008 12 "ELED" "MOS" "F" 1000 1000 2 2
"27606" 2001 24 "NEPR" "NOR" "F" 1000 1000 7 7
"27607" 2004 25 "NEPR" "NOR" "F" 1000 1000 8 8
"27608" 2007 35 "NEPR" "NOR" "F" 1000 1000 6 6
"27609" 1999 82 "NEPR" "NOR" "F" 1000 1000 7 7
"27610" 2013 145 "NEPR" "NOR" "F" 1000 1000 10 10
"27611" 2017 8 "SEPI" "OFF" "F" 1000 1000 5 5
"27612" 1996 10 "LOPH" "PIS" "F" 1000 1000 2 2
"27613" 2015 152 "TODA" "SAG" "F" 1000 1000 1 1
"27614" 2014 38 "ETMO" "SPI" "F" 1000 1000 7 7
"27615" 2016 145 "ETMO" "SPI" "F" 1000 1000 6 6
"27616" 2008 31 "TRAC" "TRA" "F" 1000 1000 2 2
"27617" 2002 26 "LOLI" "VUL" "F" 1000 1000 5 5
"27618" 2010 80 "LOLI" "VUL" "F" 1000 1000 6 6
"27619" 2003 99 "LOLI" "VUL" "F" 1000 1000 3 3
"27620" 2012 101 "LOLI" "VUL" "F" 1000 1000 5 5
"27621" 2016 76 "OCTO" "VUL" "F" 1000 1000 3 3
"27622" 2001 90 "OCTO" "VUL" "F" 1000 1000 1 1
"27623" 2013 135 "OCTO" "VUL" "F" 1000 1000 5 5
"27624" 2005 11 "MULL" "BAR" "I" 1000 1000 13 13
"27625" 1998 12 "MULL" "BAR" "I" 1000 1000 1 1
"27626" 2013 147 "MULL" "BAR" "I" 1000 1000 21 21
"27627" 2013 143 "PHYI" "BLE" "I" 1000 1000 14 14
"27628" 2001 25 "LEPM" "BOS" "I" 1000 1000 7 7
"27629" 2018 139 "LEPM" "BOS" "I" 1000 1000 10 10
"27630" 2001 11 "LOPH" "BUD" "I" 1000 1000 1 1
"27631" 2018 97 "LOPH" "BUD" "I" 1000 1000 1 1
"27632" 2002 111 "LOPH" "BUD" "I" 1000 1000 15 15
"27633" 1996 4 "TRIS" "CAP" "I" 1000 1000 68 68
"27634" 2002 24 "ELED" "CIR" "I" 1000 1000 1 1
"27635" 2004 79 "ELED" "CIR" "I" 1000 1000 1 1
"27636" 2007 17 "ILLE" "COI" "I" 1000 1000 38 38
"27637" 2002 26 "ILLE" "COI" "I" 1000 1000 5 5
"27638" 2004 84 "ILLE" "COI" "I" 1000 1000 148 148
"27639" 2003 107 "ILLE" "COI" "I" 1000 1000 5 5
"27640" 2012 131 "ILLE" "COI" "I" 1000 1000 4 4
"27641" 2010 148 "ILLE" "COI" "I" 1000 1000 4 4
"27642" 2017 148 "ILLE" "COI" "I" 1000 1000 66 66
"27643" 2012 176 "ILLE" "COI" "I" 1000 1000 23 23
"27644" 2014 176 "ASPI" "CUC" "I" 1000 1000 30 30
"27645" 2009 162 "HELI" "DAC" "I" 1000 1000 39 39
"27646" 2013 147 "ENGR" "ENC" "I" 1000 1000 109 109
"27647" 2018 123 "PAGE" "ERY" "I" 1000 1000 33 33
"27648" 2005 16 "ZEUS" "FAB" "I" 1000 1000 1 1
"27649" 2017 172 "SPIC" "FLE" "I" 1000 1000 45 45
"27650" 2013 1 "CITH" "MAC" "I" 1000 1000 55 55
"27651" 2018 121 "TRAC" "MED" "I" 1000 1000 525 525
"27652" 2001 7 "MERL" "MER" "I" 1000 1000 5 5
"27653" 2004 8 "MERL" "MER" "I" 1000 1000 32 32
"27654" 2004 10 "MERL" "MER" "I" 1000 1000 16 16
"27655" 2010 10 "MERL" "MER" "I" 1000 1000 31 31
"27656" 2001 17 "MERL" "MER" "I" 1000 1000 45 45
"27657" 1998 20 "MERL" "MER" "I" 1000 1000 7 7
"27658" 2017 105 "MERL" "MER" "I" 1000 1000 27 27
"27659" 1996 107 "MERL" "MER" "I" 1000 1000 3 3
"27660" 1999 127 "MERL" "MER" "I" 1000 1000 2 2
"27661" 2001 135 "MERL" "MER" "I" 1000 1000 19 19
"27662" 2009 153 "MERL" "MER" "I" 1000 1000 16 16
"27663" 2016 179 "MERL" "MER" "I" 1000 1000 14 14
"27664" 2017 100 "SARD" "PIL" "I" 1000 1000 97 97
"27665" 2014 160 "SARD" "PIL" "I" 1000 1000 68 68
